pert,gene,label,split
UFL1,12-oxidative phosphorylation,0,train
UFL1,13-erythroid differentiation,0,train
UFL1,16-NFkB signaling,0,train
UFL1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
UFL1,20-cell cycle,0,train
UFL1,23-hnRNP genes,0,train
UFL1,3-unfolded protein response,1,train
UFL1,6-dysregulated lncRNA/antisense transcripts,0,train
UFL1,7-translation,1,train
UFL1,8-translation,1,train
UFL1,9-translation,1,train
UGCG,10-unfolded protein response and mTORC1 signaling,0,train
UGCG,11-unfolded protein response and mTORC1 signaling,0,train
UGCG,13-erythroid differentiation,1,train
UGCG,15-proteasome genes,1,train
UGCG,16-NFkB signaling,0,train
UGCG,18-cell cycle,0,train
UGCG,20-cell cycle,0,train
UGCG,21-growth signaling,1,train
UGCG,22-growth and targets of Myc,0,train
UGCG,23-hnRNP genes,1,train
UGCG,24-growth and targets of Myc,1,train
UGCG,3-unfolded protein response,0,train
UGCG,6-dysregulated lncRNA/antisense transcripts,0,train
UGCG,7-translation,1,train
UGCG,8-translation,1,train
UGCG,9-translation,1,train
UHRF1,10-unfolded protein response and mTORC1 signaling,0,train
UHRF1,11-unfolded protein response and mTORC1 signaling,1,train
UHRF1,12-oxidative phosphorylation,0,train
UHRF1,13-erythroid differentiation,0,train
UHRF1,14-erythroid differentiation,1,train
UHRF1,15-proteasome genes,0,train
UHRF1,16-NFkB signaling,1,train
UHRF1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
UHRF1,20-cell cycle,0,train
UHRF1,21-growth signaling,1,train
UHRF1,22-growth and targets of Myc,1,train
UHRF1,24-growth and targets of Myc,1,train
UHRF1,3-unfolded protein response,0,train
UHRF1,6-dysregulated lncRNA/antisense transcripts,0,train
UHRF1,7-translation,1,train
UHRF1,8-translation,1,train
UHRF1,9-translation,0,train
UHRF2,10-unfolded protein response and mTORC1 signaling,0,train
UHRF2,11-unfolded protein response and mTORC1 signaling,0,train
UHRF2,12-oxidative phosphorylation,0,train
UHRF2,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
UHRF2,20-cell cycle,0,train
UHRF2,21-growth signaling,0,train
UHRF2,23-hnRNP genes,0,train
UHRF2,6-dysregulated lncRNA/antisense transcripts,0,train
UHRF2,9-translation,0,train
UMPS,13-erythroid differentiation,1,train
UMPS,14-erythroid differentiation,1,train
UMPS,15-proteasome genes,0,train
UMPS,16-NFkB signaling,0,train
UMPS,17-myeloid differentiation,1,train
UMPS,18-cell cycle,0,train
UMPS,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
UMPS,20-cell cycle,0,train
UMPS,21-growth signaling,0,train
UMPS,22-growth and targets of Myc,1,train
UMPS,23-hnRNP genes,0,train
UMPS,3-unfolded protein response,1,train
UMPS,6-dysregulated lncRNA/antisense transcripts,0,train
UMPS,7-translation,1,train
UMPS,8-translation,1,train
UMPS,9-translation,1,train
UPF1,10-unfolded protein response and mTORC1 signaling,1,train
UPF1,11-unfolded protein response and mTORC1 signaling,1,train
UPF1,12-oxidative phosphorylation,1,train
UPF1,13-erythroid differentiation,0,train
UPF1,14-erythroid differentiation,0,train
UPF1,17-myeloid differentiation,0,train
UPF1,18-cell cycle,0,train
UPF1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
UPF1,20-cell cycle,0,train
UPF1,21-growth signaling,0,train
UPF1,22-growth and targets of Myc,0,train
UPF1,23-hnRNP genes,1,train
UPF1,24-growth and targets of Myc,1,train
UPF1,3-unfolded protein response,1,train
UPF1,6-dysregulated lncRNA/antisense transcripts,0,train
UPF1,7-translation,0,train
UPF1,8-translation,1,train
UPF2,10-unfolded protein response and mTORC1 signaling,1,train
UPF2,11-unfolded protein response and mTORC1 signaling,1,train
UPF2,13-erythroid differentiation,0,train
UPF2,14-erythroid differentiation,0,train
UPF2,15-proteasome genes,0,train
UPF2,16-NFkB signaling,0,train
UPF2,17-myeloid differentiation,0,train
UPF2,20-cell cycle,0,train
UPF2,22-growth and targets of Myc,0,train
UPF2,23-hnRNP genes,1,train
UPF2,3-unfolded protein response,1,train
UPF2,9-translation,0,train
UQCRB,10-unfolded protein response and mTORC1 signaling,0,train
UQCRB,11-unfolded protein response and mTORC1 signaling,0,train
UQCRB,12-oxidative phosphorylation,1,train
UQCRB,13-erythroid differentiation,0,train
UQCRB,14-erythroid differentiation,1,train
UQCRB,15-proteasome genes,1,train
UQCRB,16-NFkB signaling,0,train
UQCRB,18-cell cycle,0,train
UQCRB,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
UQCRB,20-cell cycle,0,train
UQCRB,21-growth signaling,0,train
UQCRB,22-growth and targets of Myc,1,train
UQCRB,23-hnRNP genes,1,train
UQCRB,24-growth and targets of Myc,1,train
UQCRB,7-translation,1,train
UQCRB,8-translation,0,train
UQCRB,9-translation,1,train
UQCRC2,10-unfolded protein response and mTORC1 signaling,0,train
UQCRC2,11-unfolded protein response and mTORC1 signaling,0,train
UQCRC2,12-oxidative phosphorylation,1,train
UQCRC2,14-erythroid differentiation,1,train
UQCRC2,15-proteasome genes,1,train
UQCRC2,16-NFkB signaling,0,train
UQCRC2,18-cell cycle,0,train
UQCRC2,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
UQCRC2,20-cell cycle,1,train
UQCRC2,22-growth and targets of Myc,1,train
UQCRC2,23-hnRNP genes,1,train
UQCRC2,24-growth and targets of Myc,1,train
UQCRC2,3-unfolded protein response,1,train
UQCRC2,6-dysregulated lncRNA/antisense transcripts,0,train
UQCRC2,7-translation,1,train
UQCRC2,8-translation,0,train
UQCRFS1,12-oxidative phosphorylation,1,train
UQCRFS1,13-erythroid differentiation,1,train
UQCRFS1,14-erythroid differentiation,1,train
UQCRFS1,15-proteasome genes,1,train
UQCRFS1,16-NFkB signaling,0,train
UQCRFS1,17-myeloid differentiation,0,train
UQCRFS1,18-cell cycle,0,train
UQCRFS1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
UQCRFS1,20-cell cycle,0,train
UQCRFS1,21-growth signaling,1,train
UQCRFS1,22-growth and targets of Myc,1,train
UQCRFS1,23-hnRNP genes,1,train
UQCRFS1,24-growth and targets of Myc,1,train
UQCRFS1,3-unfolded protein response,1,train
UQCRFS1,6-dysregulated lncRNA/antisense transcripts,0,train
UQCRFS1,7-translation,0,train
UQCRFS1,8-translation,0,train
URI1,10-unfolded protein response and mTORC1 signaling,1,train
URI1,11-unfolded protein response and mTORC1 signaling,1,train
URI1,12-oxidative phosphorylation,0,train
URI1,16-NFkB signaling,0,train
URI1,18-cell cycle,1,train
URI1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
URI1,20-cell cycle,1,train
URI1,21-growth signaling,0,train
URI1,22-growth and targets of Myc,1,train
URI1,23-hnRNP genes,1,train
URI1,24-growth and targets of Myc,1,train
URI1,7-translation,0,train
URI1,8-translation,1,train
URI1,9-translation,1,train
USE1,10-unfolded protein response and mTORC1 signaling,0,train
USE1,11-unfolded protein response and mTORC1 signaling,0,train
USE1,12-oxidative phosphorylation,1,train
USE1,13-erythroid differentiation,0,train
USE1,14-erythroid differentiation,0,train
USE1,15-proteasome genes,1,train
USE1,16-NFkB signaling,1,train
USE1,17-myeloid differentiation,1,train
USE1,18-cell cycle,1,train
USE1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
USE1,20-cell cycle,1,train
USE1,21-growth signaling,0,train
USE1,23-hnRNP genes,1,train
USE1,24-growth and targets of Myc,1,train
USE1,3-unfolded protein response,0,train
USE1,6-dysregulated lncRNA/antisense transcripts,0,train
USE1,7-translation,1,train
USE1,8-translation,0,train
USE1,9-translation,1,train
USP14,12-oxidative phosphorylation,1,train
USP14,13-erythroid differentiation,0,train
USP14,14-erythroid differentiation,1,train
USP14,15-proteasome genes,1,train
USP14,16-NFkB signaling,1,train
USP14,17-myeloid differentiation,1,train
USP14,18-cell cycle,0,train
USP14,20-cell cycle,1,train
USP14,21-growth signaling,1,train
USP14,22-growth and targets of Myc,0,train
USP14,23-hnRNP genes,0,train
USP14,24-growth and targets of Myc,0,train
USP14,3-unfolded protein response,1,train
USP14,6-dysregulated lncRNA/antisense transcripts,0,train
USP14,7-translation,1,train
USP14,8-translation,1,train
USP37,10-unfolded protein response and mTORC1 signaling,0,train
USP37,11-unfolded protein response and mTORC1 signaling,1,train
USP37,13-erythroid differentiation,1,train
USP37,14-erythroid differentiation,1,train
USP37,15-proteasome genes,0,train
USP37,18-cell cycle,0,train
USP37,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
USP37,20-cell cycle,0,train
USP37,21-growth signaling,0,train
USP37,22-growth and targets of Myc,1,train
USP37,23-hnRNP genes,1,train
USP37,24-growth and targets of Myc,1,train
USP37,3-unfolded protein response,1,train
USP37,7-translation,0,train
USP37,8-translation,0,train
USP42,16-NFkB signaling,0,train
USP42,17-myeloid differentiation,0,train
USP42,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
USP42,20-cell cycle,0,train
USP42,21-growth signaling,0,train
USP42,22-growth and targets of Myc,0,train
USP42,23-hnRNP genes,0,train
USP42,3-unfolded protein response,0,train
USP42,6-dysregulated lncRNA/antisense transcripts,0,train
USP42,7-translation,1,train
USP42,8-translation,1,train
USP42,9-translation,1,train
USP9X,10-unfolded protein response and mTORC1 signaling,0,train
USP9X,13-erythroid differentiation,0,train
USP9X,15-proteasome genes,0,train
USP9X,17-myeloid differentiation,0,train
USP9X,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
USP9X,20-cell cycle,0,train
USP9X,3-unfolded protein response,0,train
USP9X,6-dysregulated lncRNA/antisense transcripts,0,train
USP9X,7-translation,0,train
USPL1,10-unfolded protein response and mTORC1 signaling,0,train
USPL1,11-unfolded protein response and mTORC1 signaling,0,train
USPL1,13-erythroid differentiation,0,train
USPL1,14-erythroid differentiation,0,train
USPL1,15-proteasome genes,1,train
USPL1,16-NFkB signaling,0,train
USPL1,17-myeloid differentiation,0,train
USPL1,18-cell cycle,1,train
USPL1,20-cell cycle,0,train
USPL1,21-growth signaling,0,train
USPL1,22-growth and targets of Myc,1,train
USPL1,23-hnRNP genes,1,train
USPL1,3-unfolded protein response,0,train
USPL1,7-translation,1,train
UTP11,10-unfolded protein response and mTORC1 signaling,0,train
UTP11,11-unfolded protein response and mTORC1 signaling,1,train
UTP11,12-oxidative phosphorylation,1,train
UTP11,13-erythroid differentiation,1,train
UTP11,14-erythroid differentiation,1,train
UTP11,15-proteasome genes,1,train
UTP11,16-NFkB signaling,0,train
UTP11,17-myeloid differentiation,0,train
UTP11,18-cell cycle,0,train
UTP11,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
UTP11,20-cell cycle,0,train
UTP11,21-growth signaling,1,train
UTP11,22-growth and targets of Myc,1,train
UTP11,23-hnRNP genes,0,train
UTP11,24-growth and targets of Myc,0,train
UTP11,3-unfolded protein response,0,train
UTP11,6-dysregulated lncRNA/antisense transcripts,1,train
UTP11,7-translation,1,train
UTP11,8-translation,1,train
UTP11,9-translation,1,train
UTP15,10-unfolded protein response and mTORC1 signaling,1,train
UTP15,11-unfolded protein response and mTORC1 signaling,1,train
UTP15,12-oxidative phosphorylation,1,train
UTP15,13-erythroid differentiation,1,train
UTP15,14-erythroid differentiation,1,train
UTP15,15-proteasome genes,1,train
UTP15,17-myeloid differentiation,1,train
UTP15,18-cell cycle,0,train
UTP15,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
UTP15,20-cell cycle,0,train
UTP15,21-growth signaling,1,train
UTP15,22-growth and targets of Myc,1,train
UTP15,23-hnRNP genes,1,train
UTP15,24-growth and targets of Myc,1,train
UTP15,3-unfolded protein response,1,train
UTP15,7-translation,1,train
UTP15,8-translation,1,train
UTP15,9-translation,1,train
UTP20,10-unfolded protein response and mTORC1 signaling,0,train
UTP20,11-unfolded protein response and mTORC1 signaling,1,train
UTP20,12-oxidative phosphorylation,1,train
UTP20,13-erythroid differentiation,0,train
UTP20,14-erythroid differentiation,1,train
UTP20,15-proteasome genes,1,train
UTP20,16-NFkB signaling,0,train
UTP20,17-myeloid differentiation,0,train
UTP20,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
UTP20,20-cell cycle,0,train
UTP20,21-growth signaling,1,train
UTP20,22-growth and targets of Myc,1,train
UTP20,23-hnRNP genes,0,train
UTP20,24-growth and targets of Myc,0,train
UTP20,3-unfolded protein response,0,train
UTP20,7-translation,1,train
UTP20,8-translation,1,train
UTP20,9-translation,1,train
UTP23,10-unfolded protein response and mTORC1 signaling,1,train
UTP23,11-unfolded protein response and mTORC1 signaling,1,train
UTP23,12-oxidative phosphorylation,1,train
UTP23,13-erythroid differentiation,0,train
UTP23,15-proteasome genes,1,train
UTP23,17-myeloid differentiation,0,train
UTP23,18-cell cycle,0,train
UTP23,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
UTP23,20-cell cycle,1,train
UTP23,21-growth signaling,1,train
UTP23,22-growth and targets of Myc,1,train
UTP23,23-hnRNP genes,0,train
UTP23,24-growth and targets of Myc,0,train
UTP23,3-unfolded protein response,0,train
UTP23,7-translation,1,train
UTP23,8-translation,1,train
UTP23,9-translation,1,train
UTP25,10-unfolded protein response and mTORC1 signaling,0,train
UTP25,11-unfolded protein response and mTORC1 signaling,0,train
UTP25,13-erythroid differentiation,0,train
UTP25,15-proteasome genes,1,train
UTP25,16-NFkB signaling,0,train
UTP25,17-myeloid differentiation,0,train
UTP25,18-cell cycle,0,train
UTP25,21-growth signaling,1,train
UTP25,22-growth and targets of Myc,1,train
UTP25,23-hnRNP genes,0,train
UTP25,24-growth and targets of Myc,0,train
UTP25,7-translation,1,train
UTP25,8-translation,1,train
UTP25,9-translation,1,train
UTP3,10-unfolded protein response and mTORC1 signaling,0,train
UTP3,11-unfolded protein response and mTORC1 signaling,1,train
UTP3,13-erythroid differentiation,0,train
UTP3,14-erythroid differentiation,0,train
UTP3,16-NFkB signaling,0,train
UTP3,17-myeloid differentiation,0,train
UTP3,21-growth signaling,1,train
UTP3,23-hnRNP genes,0,train
UTP3,24-growth and targets of Myc,0,train
UTP3,3-unfolded protein response,0,train
UTP3,6-dysregulated lncRNA/antisense transcripts,0,train
UTP3,7-translation,1,train
UTP3,8-translation,1,train
UTP3,9-translation,1,train
UXT,10-unfolded protein response and mTORC1 signaling,1,train
UXT,11-unfolded protein response and mTORC1 signaling,1,train
UXT,12-oxidative phosphorylation,0,train
UXT,13-erythroid differentiation,1,train
UXT,14-erythroid differentiation,0,train
UXT,15-proteasome genes,1,train
UXT,16-NFkB signaling,0,train
UXT,18-cell cycle,1,train
UXT,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
UXT,20-cell cycle,0,train
UXT,22-growth and targets of Myc,1,train
UXT,23-hnRNP genes,1,train
UXT,24-growth and targets of Myc,1,train
UXT,6-dysregulated lncRNA/antisense transcripts,1,train
UXT,7-translation,0,train
UXT,8-translation,1,train
UXT,9-translation,1,train
VARS,10-unfolded protein response and mTORC1 signaling,1,train
VARS,11-unfolded protein response and mTORC1 signaling,1,train
VARS,12-oxidative phosphorylation,1,train
VARS,13-erythroid differentiation,1,train
VARS,15-proteasome genes,1,train
VARS,16-NFkB signaling,1,train
VARS,17-myeloid differentiation,1,train
VARS,18-cell cycle,1,train
VARS,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
VARS,20-cell cycle,1,train
VARS,22-growth and targets of Myc,1,train
VARS,23-hnRNP genes,1,train
VARS,24-growth and targets of Myc,1,train
VARS,3-unfolded protein response,1,train
VARS,6-dysregulated lncRNA/antisense transcripts,0,train
VARS,7-translation,1,train
VARS,8-translation,0,train
VARS,9-translation,1,train
VARS2,10-unfolded protein response and mTORC1 signaling,1,train
VARS2,11-unfolded protein response and mTORC1 signaling,1,train
VARS2,12-oxidative phosphorylation,1,train
VARS2,13-erythroid differentiation,1,train
VARS2,14-erythroid differentiation,0,train
VARS2,15-proteasome genes,1,train
VARS2,17-myeloid differentiation,0,train
VARS2,18-cell cycle,1,train
VARS2,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
VARS2,22-growth and targets of Myc,1,train
VARS2,23-hnRNP genes,1,train
VARS2,24-growth and targets of Myc,1,train
VARS2,6-dysregulated lncRNA/antisense transcripts,1,train
VARS2,7-translation,1,train
VARS2,9-translation,1,train
VMP1,10-unfolded protein response and mTORC1 signaling,1,train
VMP1,11-unfolded protein response and mTORC1 signaling,0,train
VMP1,12-oxidative phosphorylation,0,train
VMP1,13-erythroid differentiation,1,train
VMP1,14-erythroid differentiation,0,train
VMP1,15-proteasome genes,1,train
VMP1,16-NFkB signaling,1,train
VMP1,17-myeloid differentiation,1,train
VMP1,18-cell cycle,1,train
VMP1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
VMP1,21-growth signaling,0,train
VMP1,22-growth and targets of Myc,1,train
VMP1,23-hnRNP genes,1,train
VMP1,24-growth and targets of Myc,1,train
VMP1,6-dysregulated lncRNA/antisense transcripts,0,train
VMP1,7-translation,1,train
VMP1,8-translation,0,train
VMP1,9-translation,1,train
VPS13D,10-unfolded protein response and mTORC1 signaling,1,train
VPS13D,13-erythroid differentiation,1,train
VPS13D,15-proteasome genes,0,train
VPS13D,17-myeloid differentiation,1,train
VPS13D,20-cell cycle,0,train
VPS13D,21-growth signaling,0,train
VPS13D,22-growth and targets of Myc,0,train
VPS13D,24-growth and targets of Myc,0,train
VPS13D,3-unfolded protein response,0,train
VPS13D,6-dysregulated lncRNA/antisense transcripts,0,train
VPS13D,7-translation,1,train
VPS13D,8-translation,1,train
VPS13D,9-translation,1,train
VPS26A,12-oxidative phosphorylation,0,train
VPS26A,13-erythroid differentiation,0,train
VPS26A,15-proteasome genes,0,train
VPS26A,17-myeloid differentiation,0,train
VPS26A,18-cell cycle,0,train
VPS26A,22-growth and targets of Myc,1,train
VPS26A,3-unfolded protein response,0,train
VPS26A,6-dysregulated lncRNA/antisense transcripts,0,train
VPS26A,7-translation,0,train
VPS26A,9-translation,0,train
VPS29,10-unfolded protein response and mTORC1 signaling,0,train
VPS29,13-erythroid differentiation,1,train
VPS29,14-erythroid differentiation,1,train
VPS29,15-proteasome genes,1,train
VPS29,16-NFkB signaling,0,train
VPS29,17-myeloid differentiation,1,train
VPS29,18-cell cycle,1,train
VPS29,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
VPS29,21-growth signaling,1,train
VPS29,22-growth and targets of Myc,1,train
VPS29,23-hnRNP genes,1,train
VPS29,24-growth and targets of Myc,1,train
VPS29,3-unfolded protein response,1,train
VPS29,8-translation,0,train
VPS35,10-unfolded protein response and mTORC1 signaling,0,train
VPS35,11-unfolded protein response and mTORC1 signaling,0,train
VPS35,12-oxidative phosphorylation,0,train
VPS35,13-erythroid differentiation,1,train
VPS35,14-erythroid differentiation,1,train
VPS35,15-proteasome genes,1,train
VPS35,16-NFkB signaling,0,train
VPS35,17-myeloid differentiation,1,train
VPS35,18-cell cycle,0,train
VPS35,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
VPS35,20-cell cycle,0,train
VPS35,21-growth signaling,1,train
VPS35,22-growth and targets of Myc,1,train
VPS35,23-hnRNP genes,1,train
VPS35,24-growth and targets of Myc,1,train
VPS35,6-dysregulated lncRNA/antisense transcripts,0,train
VPS35,8-translation,0,train
VPS53,10-unfolded protein response and mTORC1 signaling,0,train
VPS53,11-unfolded protein response and mTORC1 signaling,0,train
VPS53,12-oxidative phosphorylation,1,train
VPS53,14-erythroid differentiation,0,train
VPS53,15-proteasome genes,1,train
VPS53,16-NFkB signaling,1,train
VPS53,17-myeloid differentiation,1,train
VPS53,18-cell cycle,0,train
VPS53,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
VPS53,21-growth signaling,0,train
VPS53,22-growth and targets of Myc,1,train
VPS53,23-hnRNP genes,1,train
VPS53,24-growth and targets of Myc,1,train
VPS53,3-unfolded protein response,1,train
VPS53,6-dysregulated lncRNA/antisense transcripts,0,train
VPS53,7-translation,1,train
VPS53,8-translation,0,train
VPS53,9-translation,0,train
VPS72,10-unfolded protein response and mTORC1 signaling,0,train
VPS72,11-unfolded protein response and mTORC1 signaling,0,train
VPS72,12-oxidative phosphorylation,1,train
VPS72,13-erythroid differentiation,0,train
VPS72,14-erythroid differentiation,1,train
VPS72,15-proteasome genes,1,train
VPS72,16-NFkB signaling,1,train
VPS72,18-cell cycle,1,train
VPS72,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
VPS72,20-cell cycle,0,train
VPS72,21-growth signaling,1,train
VPS72,22-growth and targets of Myc,0,train
VPS72,23-hnRNP genes,1,train
VPS72,24-growth and targets of Myc,1,train
VPS72,7-translation,1,train
VPS72,9-translation,1,train
WBP1,13-erythroid differentiation,0,train
WBP1,23-hnRNP genes,0,train
WBP1,3-unfolded protein response,0,train
WBP1,6-dysregulated lncRNA/antisense transcripts,0,train
WBP1,7-translation,0,train
WBP1,8-translation,0,train
WBP11,10-unfolded protein response and mTORC1 signaling,0,train
WBP11,11-unfolded protein response and mTORC1 signaling,0,train
WBP11,12-oxidative phosphorylation,0,train
WBP11,14-erythroid differentiation,1,train
WBP11,15-proteasome genes,0,train
WBP11,20-cell cycle,0,train
WBP11,22-growth and targets of Myc,0,train
WBP11,24-growth and targets of Myc,1,train
WBP11,3-unfolded protein response,0,train
WBP11,6-dysregulated lncRNA/antisense transcripts,1,train
WBP11,8-translation,0,train
WBP11,9-translation,0,train
WDR12,11-unfolded protein response and mTORC1 signaling,1,train
WDR12,12-oxidative phosphorylation,1,train
WDR12,13-erythroid differentiation,1,train
WDR12,14-erythroid differentiation,1,train
WDR12,15-proteasome genes,1,train
WDR12,16-NFkB signaling,1,train
WDR12,17-myeloid differentiation,0,train
WDR12,18-cell cycle,0,train
WDR12,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
WDR12,20-cell cycle,1,train
WDR12,21-growth signaling,1,train
WDR12,22-growth and targets of Myc,1,train
WDR12,23-hnRNP genes,1,train
WDR12,24-growth and targets of Myc,1,train
WDR12,3-unfolded protein response,1,train
WDR12,6-dysregulated lncRNA/antisense transcripts,1,train
WDR12,7-translation,1,train
WDR12,8-translation,1,train
WDR12,9-translation,1,train
WDR3,10-unfolded protein response and mTORC1 signaling,1,train
WDR3,11-unfolded protein response and mTORC1 signaling,1,train
WDR3,12-oxidative phosphorylation,1,train
WDR3,14-erythroid differentiation,1,train
WDR3,15-proteasome genes,1,train
WDR3,16-NFkB signaling,0,train
WDR3,17-myeloid differentiation,1,train
WDR3,18-cell cycle,0,train
WDR3,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
WDR3,20-cell cycle,1,train
WDR3,21-growth signaling,1,train
WDR3,22-growth and targets of Myc,1,train
WDR3,23-hnRNP genes,0,train
WDR3,24-growth and targets of Myc,0,train
WDR3,7-translation,1,train
WDR3,8-translation,1,train
WDR3,9-translation,1,train
WDR43,10-unfolded protein response and mTORC1 signaling,0,train
WDR43,12-oxidative phosphorylation,1,train
WDR43,13-erythroid differentiation,1,train
WDR43,14-erythroid differentiation,1,train
WDR43,15-proteasome genes,1,train
WDR43,16-NFkB signaling,0,train
WDR43,17-myeloid differentiation,0,train
WDR43,18-cell cycle,0,train
WDR43,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
WDR43,21-growth signaling,1,train
WDR43,22-growth and targets of Myc,1,train
WDR43,23-hnRNP genes,0,train
WDR43,6-dysregulated lncRNA/antisense transcripts,0,train
WDR43,7-translation,1,train
WDR43,8-translation,1,train
WDR43,9-translation,1,train
WDR44,10-unfolded protein response and mTORC1 signaling,0,train
WDR44,11-unfolded protein response and mTORC1 signaling,0,train
WDR44,12-oxidative phosphorylation,0,train
WDR44,13-erythroid differentiation,1,train
WDR44,14-erythroid differentiation,0,train
WDR44,16-NFkB signaling,1,train
WDR44,17-myeloid differentiation,1,train
WDR44,22-growth and targets of Myc,1,train
WDR44,23-hnRNP genes,0,train
WDR44,24-growth and targets of Myc,1,train
WDR44,3-unfolded protein response,0,train
WDR44,6-dysregulated lncRNA/antisense transcripts,0,train
WDR44,7-translation,0,train
WDR44,9-translation,0,train
WDR46,11-unfolded protein response and mTORC1 signaling,1,train
WDR46,13-erythroid differentiation,0,train
WDR46,14-erythroid differentiation,0,train
WDR46,15-proteasome genes,1,train
WDR46,16-NFkB signaling,0,train
WDR46,17-myeloid differentiation,1,train
WDR46,18-cell cycle,0,train
WDR46,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
WDR46,20-cell cycle,1,train
WDR46,21-growth signaling,1,train
WDR46,22-growth and targets of Myc,1,train
WDR46,23-hnRNP genes,0,train
WDR46,24-growth and targets of Myc,0,train
WDR46,3-unfolded protein response,0,train
WDR46,6-dysregulated lncRNA/antisense transcripts,0,train
WDR46,7-translation,1,train
WDR46,8-translation,1,train
WDR46,9-translation,1,train
WDR5,12-oxidative phosphorylation,1,train
WDR5,14-erythroid differentiation,1,train
WDR5,15-proteasome genes,1,train
WDR5,16-NFkB signaling,0,train
WDR5,17-myeloid differentiation,1,train
WDR5,18-cell cycle,1,train
WDR5,20-cell cycle,1,train
WDR5,21-growth signaling,0,train
WDR5,22-growth and targets of Myc,1,train
WDR5,23-hnRNP genes,1,train
WDR5,24-growth and targets of Myc,1,train
WDR5,3-unfolded protein response,1,train
WDR5,6-dysregulated lncRNA/antisense transcripts,0,train
WDR5,7-translation,1,train
WDR5,8-translation,1,train
WDR5,9-translation,0,train
WDR61,10-unfolded protein response and mTORC1 signaling,1,train
WDR61,11-unfolded protein response and mTORC1 signaling,1,train
WDR61,12-oxidative phosphorylation,1,train
WDR61,14-erythroid differentiation,0,train
WDR61,15-proteasome genes,1,train
WDR61,16-NFkB signaling,1,train
WDR61,18-cell cycle,1,train
WDR61,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
WDR61,20-cell cycle,0,train
WDR61,21-growth signaling,1,train
WDR61,22-growth and targets of Myc,0,train
WDR61,23-hnRNP genes,1,train
WDR61,24-growth and targets of Myc,1,train
WDR61,3-unfolded protein response,1,train
WDR61,7-translation,0,train
WDR61,8-translation,0,train
WDR61,9-translation,1,train
WDR7,10-unfolded protein response and mTORC1 signaling,0,train
WDR7,11-unfolded protein response and mTORC1 signaling,1,train
WDR7,12-oxidative phosphorylation,1,train
WDR7,13-erythroid differentiation,1,train
WDR7,14-erythroid differentiation,1,train
WDR7,15-proteasome genes,1,train
WDR7,16-NFkB signaling,1,train
WDR7,17-myeloid differentiation,1,train
WDR7,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
WDR7,21-growth signaling,0,train
WDR7,22-growth and targets of Myc,1,train
WDR7,23-hnRNP genes,1,train
WDR7,24-growth and targets of Myc,1,train
WDR7,3-unfolded protein response,0,train
WDR7,6-dysregulated lncRNA/antisense transcripts,0,train
WDR7,7-translation,0,train
WDR7,8-translation,0,train
WDR7,9-translation,0,train
WDR73,10-unfolded protein response and mTORC1 signaling,0,train
WDR73,14-erythroid differentiation,0,train
WDR73,15-proteasome genes,0,train
WDR73,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
WDR73,21-growth signaling,0,train
WDR73,3-unfolded protein response,0,train
WDR73,7-translation,0,train
WDR73,8-translation,0,train
WDR73,9-translation,0,train
WDR75,11-unfolded protein response and mTORC1 signaling,1,train
WDR75,12-oxidative phosphorylation,1,train
WDR75,13-erythroid differentiation,1,train
WDR75,14-erythroid differentiation,1,train
WDR75,15-proteasome genes,1,train
WDR75,17-myeloid differentiation,1,train
WDR75,18-cell cycle,0,train
WDR75,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
WDR75,20-cell cycle,0,train
WDR75,21-growth signaling,1,train
WDR75,22-growth and targets of Myc,1,train
WDR75,23-hnRNP genes,0,train
WDR75,24-growth and targets of Myc,1,train
